participant,photo_set,group,trial,block,accuracy,RT,learn_half,groupname,meanrt,stdev
1802,4,1,17,4,1,3.77536520001013,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,18,4,1,3.62372169998707,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,19,4,1,4.1019956000091,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,20,5,1,3.2755424999923,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,21,5,1,4.60642170000938,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,22,5,1,3.3793584999803,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,23,5,1,3.26555989999906,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,34,5,1,3.27544170001056,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,25,6,1,3.57545130001381,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,26,6,1,3.95660530001624,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,27,6,1,3.20105499998317,2,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,28,6,1,3.81059070001356,2,Sequential,4.006695873079409,0.8651922707390464
1803,3,2,1,1,1,6.82083690000582,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,2,1,1,6.34321439999621,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,3,1,0,4.53713670000434,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,4,1,1,4.57460280001396,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,5,1,0,4.59741759998724,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,6,2,1,7.08260360002168,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,7,2,0,4.5074463999772,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,9,2,0,4.30478549998952,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,10,2,1,5.48749800000223,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,11,3,0,5.44135820001247,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,13,3,0,4.23883429999114,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,14,3,1,5.32508100001724,1,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,15,4,1,5.2684397000121,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,16,4,0,4.87023060000502,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,17,4,0,5.08813439999358,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,18,4,0,5.45372459999635,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,19,4,1,4.32042109998292,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,21,5,0,5.35925480001606,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,171,5,1,4.32540380000137,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,180,5,0,5.76169549999759,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,189,6,1,4.29531079999288,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,192,6,1,5.95231430002605,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,27,6,0,4.02967979997629,2,Non-sequential,5.637851740742378,1.5448202475965256
1803,3,2,28,6,1,6.21599219998461,2,Non-sequential,5.637851740742378,1.5448202475965256
1901,3,1,2,1,0,6.2854634,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,3,1,1,6.0099383,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,4,1,1,4.4831028,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,5,1,1,4.5197963,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,6,2,1,4.2581451,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,8,2,1,4.1270149,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,9,2,1,3.6663782,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,10,2,1,4.9293915,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,11,3,1,4.7195487,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,12,3,1,6.3634507,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,13,3,1,6.0026808,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,14,3,1,3.8838622,1,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,15,4,1,3.9579157,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,16,4,1,5.2122527,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,17,4,1,4.571244,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,18,4,1,4.350013,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,19,4,1,4.0740602,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,20,5,1,3.5461675,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,21,5,1,4.1735238,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,22,5,1,3.4412763,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,23,5,1,3.5706203,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,34,5,1,5.2188894,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,25,6,1,3.4907764,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,26,6,1,3.6035885,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,27,6,1,3.6807406,2,Sequential,4.614673866666667,1.1796890633833303
1901,3,1,28,6,1,3.8265047,2,Sequential,4.614673866666667,1.1796890633833303
1902,5,1,2,1,1,6.65354440000374,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,3,1,1,6.78867229999742,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,4,1,1,3.77450729999691,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,5,1,1,5.10883439995814,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,6,2,0,6.64386340003693,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,7,2,1,5.01571990002412,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,8,2,1,5.58820060000289,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,9,2,1,4.20672299998114,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,10,2,1,7.65886640001554,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,11,3,0,5.48653449997073,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,13,3,1,4.08569320000242,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,14,3,1,5.27541390003171,1,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,15,4,1,6.6614253000007,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,16,4,1,4.4834511000081,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,17,4,1,3.85811199998716,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,18,4,1,5.48297260003164,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,19,4,1,3.54726500000106,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,20,5,1,7.18618630000856,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,21,5,1,3.59491059998982,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,22,5,1,3.33404790004715,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,23,5,1,4.88373070000671,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,34,5,1,4.79705059999833,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,25,6,1,5.38328850001562,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,26,6,1,4.22317740001017,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,27,6,1,4.06010970001807,2,Sequential,5.171603148154206,1.4028216251841035
1902,5,1,28,6,1,3.28010510001332,2,Sequential,5.171603148154206,1.4028216251841035
2001,4,2,3,1,1,5.47803529998055,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,4,1,0,4.21204479999142,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,5,1,1,3.6030757999979,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,6,2,1,6.59284980001394,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,7,2,1,7.34779560001334,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,8,2,0,6.13687509996817,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,9,2,1,4.74337490001926,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,10,2,0,6.13927579997107,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,11,3,1,4.44393030001083,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,12,3,0,4.77034510002704,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,13,3,1,3.48631199996453,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,14,3,1,6.93971740000416,1,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,15,4,1,3.38117529998999,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,16,4,1,4.25215149996802,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,17,4,1,4.32619130000239,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,18,4,1,5.67178610002156,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,19,4,1,3.54304630000843,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,20,5,0,3.01135659997817,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,21,5,1,4.55886840005405,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,171,5,1,4.17169570003171,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,23,5,1,3.22470110002905,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,180,5,1,3.428946,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,189,6,1,5.07754510000814,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,192,6,1,6.24696140002925,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,27,6,1,3.28708340000594,2,Non-sequential,4.7768533000036975,1.3652059571280029
2001,4,2,28,6,1,3.29941380000673,2,Non-sequential,4.7768533000036975,1.3652059571280029
2002,5,2,1,1,1,5.84921860002214,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,3,1,1,6.45564860000741,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,4,1,1,4.5651165000163,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,5,1,1,3.23292049998417,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,6,2,0,3.89209940005094,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,7,2,0,5.04442530003143,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,8,2,1,3.44853440002771,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,9,2,0,3.93821340001887,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,10,2,1,3.45467439998174,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,11,3,0,5.16263540001819,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,13,3,1,3.77498560003005,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,14,3,0,3.0819292999804,1,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,15,4,0,6.89959759998601,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,16,4,1,3.55889330001082,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,17,4,1,3.27981079998426,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,18,4,0,6.9169905000017,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,19,4,0,4.01201489998493,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,20,5,1,3.53196609998122,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,21,5,0,4.00740210001823,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,171,5,1,3.10184479999589,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,23,5,0,3.23801259999163,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,180,5,1,3.35586399998283,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,189,6,1,3.52829390001716,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,192,6,0,4.02132319996599,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,27,6,1,3.39582520001568,2,Non-sequential,4.337181670375651,1.402605291336383
2002,5,2,28,6,0,3.81483920000028,2,Non-sequential,4.337181670375651,1.402605291336383
2003,6,2,1,1,1,6.36090719996719,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,2,1,1,7.08049490000121,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,3,1,1,4.49711369996658,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,4,1,0,6.05299029999878,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,5,1,1,4.21269080002094,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,6,2,0,5.91833109996514,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,7,2,1,5.66448000003584,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,8,2,1,4.0710165000055,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,9,2,0,3.64419590000762,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,11,3,0,4.14142040000297,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,12,3,1,6.15414250001777,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,13,3,0,4.42322679999052,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,14,3,0,3.52201620000415,1,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,15,4,0,6.57458039995981,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,16,4,1,4.199225999997,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,17,4,1,3.36068979999982,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,18,4,1,5.83745600003749,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,19,4,1,3.1437586999964,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,20,5,0,5.67123520001769,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,21,5,1,4.23012319998816,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,171,5,1,3.2557365000248,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,23,5,0,4.72898019995773,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,180,5,0,6.24276529997587,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,189,6,1,5.73706329998095,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,192,6,1,5.6832983000204,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,27,6,1,3.48696429998381,2,Non-sequential,4.975458603570588,1.2639826781040502
2003,6,2,28,6,0,3.80441470001824,2,Non-sequential,4.975458603570588,1.2639826781040502
2004,6,1,3,1,1,6.7564559999737,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,5,1,1,3.79427370004123,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,7,2,1,5.3677359999856,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,8,2,1,4.13790560001507,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,9,2,1,5.91632179997396,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,10,2,1,4.50266459997511,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,11,3,1,4.61009480000939,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,12,3,1,6.24059120001039,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,13,3,1,4.1473580999882,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,14,3,1,3.40484910004307,1,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,15,4,1,7.03209429996787,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,16,4,1,4.23520599998301,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,17,4,1,3.59888659999706,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,18,4,1,3.61382299999241,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,19,4,1,3.56816139997682,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,20,5,1,4.14899369998602,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,21,5,1,5.121759200003,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,22,5,1,3.45252350001829,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,23,5,1,3.41623750003055,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,34,5,1,3.95079889998306,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,25,6,1,4.01957179995952,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,26,6,1,5.14860700001009,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,27,6,1,3.47012789995642,2,Sequential,4.684474435993471,1.4766940921327603
2004,6,1,28,6,1,3.74875069997506,2,Sequential,4.684474435993471,1.4766940921327603
2005,7,1,1,1,1,6.16053489997284,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,2,1,0,5.16013639996527,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,3,1,0,4.59067919995869,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,5,1,0,3.94462550000753,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,6,2,0,4.29418039997108,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,7,2,1,4.89511819998734,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,8,2,1,4.39624669996556,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,9,2,1,4.24563189997571,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,10,2,1,3.71524160000263,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,11,3,1,4.49275680002756,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,13,3,1,4.07340650004335,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,14,3,1,3.61187080002856,1,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,15,4,1,3.5796709000133,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,16,4,1,3.71783380000852,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,17,4,1,4.31209269998362,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,18,4,1,6.39508420001948,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,19,4,1,3.44521880004322,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,20,5,1,4.49674509995384,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,21,5,1,3.61815549997846,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,22,5,1,3.73833000002196,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,23,5,1,3.40234560001409,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,34,5,1,4.74837480002316,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,25,6,1,5.29585630004294,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,26,6,1,3.96958319999976,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,27,6,1,3.1089556000079,2,Sequential,4.501642124999697,1.2541936670505276
2005,7,1,28,6,1,2.88092389999656,2,Sequential,4.501642124999697,1.2541936670505276
2301,1,2,2,1,1,4.47705599999972,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,3,1,0,4.09247589999995,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,4,1,1,4.24903390000009,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,5,1,1,3.73740879999969,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,6,2,0,5.04470330000004,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,7,2,1,3.65789219999988,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,8,2,1,3.70318080000015,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,9,2,0,4.79313420000017,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,10,2,1,4.24962300000016,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,11,3,0,4.59319669999968,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,12,3,0,4.30816060000006,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,13,3,1,4.38668340000004,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,14,3,0,6.02309269999978,1,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,15,4,0,4.1060252000002,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,16,4,1,3.83426630000031,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,17,4,1,3.51721559999987,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,18,4,0,7.00381110000035,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,19,4,1,4.46258919999991,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,20,5,0,4.4630159999997,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,21,5,1,4.88260859999991,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,171,5,1,3.5987227999999,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,23,5,0,5.46396159999995,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,180,5,1,4.17241589999958,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,189,6,0,5.98284700000022,2,Non-sequential,4.89207482142857,1.3815840896075087
2301,1,2,192,6,0,3.85060659999999,2,Non-sequential,4.89207482142857,1.3815840896075087
2302,7,2,1,1,0,3.39118720000079,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,2,1,1,2.64022060000025,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,3,1,1,1.7817344999994,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,4,1,1,2.13006630000018,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,5,1,1,2.10201990000041,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,6,2,1,2.8999090999996,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,7,2,0,1.47964370000045,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,8,2,1,1.24655110000003,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,9,2,0,2.35931299999993,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,10,2,0,2.30667900000026,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,11,3,0,4.94090700000015,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,12,3,0,1.5570131000004,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,13,3,1,4.03318500000023,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,14,3,0,3.69171129999995,1,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,15,4,1,4.1377863000007,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,16,4,1,5.02846769999996,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,17,4,1,4.41341079999984,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,18,4,0,3.99309139999968,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,20,5,0,5.27467109999998,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,21,5,0,4.19313369999963,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,171,5,1,4.71409810000023,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,23,5,0,3.68579189999946,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,180,5,1,3.73246519999975,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,192,6,1,4.39713029999984,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,27,6,1,5.1057866000001,2,Non-sequential,3.7328919000000425,1.5876835908999964
2302,7,2,28,6,0,4.35920780000015,2,Non-sequential,3.7328919000000425,1.5876835908999964
2303,2,2,2,1,0,5.46447090000038,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,3,1,0,3.90264599999864,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,4,1,0,4.52110309999989,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,5,1,1,4.39956849999908,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,6,2,1,5.36572370000067,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,7,2,1,3.78185010000016,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,8,2,1,3.77234219999991,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,9,2,0,3.99497760000122,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,10,2,0,5.61085759999878,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,11,3,1,5.12727319999976,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,12,3,1,5.24199920000137,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,13,3,1,3.47894939999969,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,14,3,0,3.53151770000113,1,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,15,4,0,3.33702070000072,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,16,4,1,5.40027389999887,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,17,4,1,4.18634050000037,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,18,4,1,5.38364829999955,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,19,4,1,3.63280659999873,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,20,5,0,3.9773456999992,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,21,5,1,3.29632440000023,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,171,5,1,3.38162430000011,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,23,5,0,3.5228833000001,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,180,5,0,4.54470320000109,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,189,6,1,5.33871329999965,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,192,6,1,4.79498120000062,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,27,6,1,3.50476770000023,2,Non-sequential,4.397145346428519,0.8858851866885815
2303,2,2,28,6,0,3.9810370999985,2,Non-sequential,4.397145346428519,0.8858851866885815
